#Ribo-seq raw count
len_ribo	es1_ribo	es2_ribo	es3_ribo	npc1_ribo	npc2_ribo	npc3_ribo
MVP	6141	1	3	6	22	23	46
CDIPT	3003	124	232	182	128	172	216
AC120114.2	658	0	0	0	0	0	0
CDIPTOSP	900	0	1	1	0	1	3
SEZ6L2	4110	540	630	709	390	394	557
ASPHD1	2312	15	23	33	10	5	5
KCTD13	6458	12	8	12	58	62	45
AC120114.3	2194	0	0	0	0	0	0
AC120114.1	1762	1	0	0	1	3	0
TMEM219	2377	31	27	23	30	27	29
TAOK2	8831	96	50	97	250	271	371
HIRIP3	3931	42	36	56	36	26	43
INO80E	5655	307	297	331	275	260	382
DOC2A	6368	19	5	8	21	12	23
C16orf92	1115	0	0	0	0	0	0
FAM57B	4920	6	22	13	15	23	21
AC093512.2	3369	12	11	5	11	13	8
ALDOA	3829	91	27	70	25	32	44
AC093512.1	520	0	0	0	0	0	0
PPP4C	2733	1117	916	1307	321	326	440
TBX6	3137	7	12	3	13	19	18
YPEL3	3181	59	64	82	109	113	154
AC012645.1	1650	4	6	4	3	11	17
GDPD3	1572	2	0	1	8	7	15
AC012645.2	553	0	0	0	0	0	0
AC012645.4	1061	0	0	0	0	0	0
MAPK3	3669	180	177	259	82	118	135
CORO1A	4871	44	19	44	12	33	43
AC012645.3	811	0	0	0	0	0	0
BOLA2B	1365	0	0	0	0	0	0
SLX1A	2464	0	0	0	0	0	0
SLX1A-SULT1A3	4611	0	0	0	0	0	0
SULT1A3	2561	0	0	0	0	0	0
AC106782.1	2707	0	0	0	0	0	0
AC106782.7	988	0	0	0	0	0	0
AC106782.4	210	0	0	0	0	0	0
AC106782.3	258	0	0	0	0	0	0
NPIPB13	5202	0	0	0	0	0	0
SMG1P5	4791	0	0	1	1	0	0
AC106782.5	337	0	0	0	0	0	0
CD2BP2	3713	128	79	146	87	138	138
AC106782.2	992	0	3	4	5	2	7
TBC1D10B	6929	79	70	80	25	47	68
AC106782.6	512	0	0	0	0	0	0
MYLPF	1119	0	1	0	23	21	20
ZNF48	3744	85	32	125	24	39	46
SEPT1	4217	11	20	9	10	11	16
AC116348.4	348	0	0	0	0	0	0
ZNF771	5637	17	27	21	21	27	36
SNORA80C	135	5	8	12	3	1	10
DCTPP1	1581	64	104	149	20	27	59
SEPHS2	2551	128	98	139	56	52	67
ITGAL	6472	0	0	1	0	5	7
AC116348.3	699	0	0	0	0	0	0
AC116348.1	528	0	0	0	0	0	0
RNU7-61P	61	0	0	0	0	0	0
AC116348.2	577	0	0	0	0	0	0
MIR4518	83	0	0	0	0	0	0
ZNF768	2369	23	15	21	27	28	59
AC002310.4	1515	0	0	0	0	0	0
AC002310.5	1377	3	0	2	2	0	0
ZNF747	3936	0	0	0	0	0	0
AC002310.1	1832	0	0	0	0	3	1
AC002310.3	723	0	0	0	0	0	0
ZNF764	3113	61	31	63	54	73	81
ZNF688	3023	11	0	10	11	15	12
AC002310.2	2129	0	0	0	0	0	0
ZNF785	4952	4	4	6	11	6	18
AC093249.2	482	0	0	1	0	0	0
AC093249.4	259	0	0	0	0	0	0
ZNF689	4159	39	38	62	20	33	35
AC093249.3	424	0	0	0	0	0	0
AC093249.5	430	0	0	0	0	0	0
AC093249.1	203	0	0	0	0	0	0
PRR14	3860	44	42	36	123	89	164
FBRS	7218	37	3	36	89	84	128
RNU6-416P	103	0	0	0	0	0	0
AC093249.6	1148	4	0	0	0	1	5
SRCAP	13644	15	9	30	4	10	10
RNU6-1043P	99	0	0	0	0	0	0
AC106886.5	11692	0	0	0	0	0	2
SNORA30	129	6	1	11	11	15	16
TMEM265	995	0	0	0	0	0	0
AC106886.2	883	0	0	0	0	0	0
PHKG2	7486	152	150	215	104	116	135
CCDC189	2592	5	2	4	3	3	3
RNF40	6523	220	140	234	637	652	831
AC106886.4	2502	0	0	0	0	0	0
ZNF629	6083	159	69	123	299	351	439
AC106886.1	600	0	0	0	0	0	0
AC106886.3	547	0	0	0	0	0	0
BCL7C	4398	16	12	13	22	22	28
MIR762HG	2162	2	0	3	1	1	3
MIR4519	58	0	0	0	0	0	0
AC135048.2	561	0	0	0	0	0	0
MIR762	83	0	0	0	0	0	0
CTF1	1664	0	4	0	1	7	6
CTF2P	604	0	1	0	0	0	0
FBXL19-AS1	3951	2	2	3	3	0	5
FBXL19	4340	40	29	67	104	122	141
AC135048.1	1630	0	0	0	0	0	0
ORAI3	2641	10	20	18	6	11	25
AC135048.3	328	0	0	0	2	0	0
SETD1A	6372	93	51	100	326	346	440
AC135048.4	3641	0	0	0	0	0	0
HSD3B7	2490	0	0	0	0	0	0
STX1B	5206	70	31	59	261	267	364
STX4	4055	95	75	91	87	78	102
AC135050.3	449	0	0	0	0	0	1
AC135050.1	3593	0	1	0	0	0	0
ZNF668	3855	24	1	9	5	7	12
AC135050.4	504	0	0	0	0	0	0
ZNF646	8635	56	13	76	37	87	111
PRSS53	5501	0	0	0	0	3	2
AC135050.2	2716	0	0	0	0	0	0
VKORC1	2190	0	0	0	0	0	0
AC135050.7	2218	0	0	0	0	0	0
BCKDK	3873	172	154	241	277	294	411
KAT8	5726	231	124	202	328	377	513
AC135050.5	543	0	0	0	0	0	0
AC135050.6	756	0	0	0	0	0	0
AC009088.3	357	0	0	0	0	0	0
PRSS8	2975	864	1178	1196	723	720	944
PRSS36	3685	1	1	4	5	3	3
AC009088.4	280	0	0	0	0	0	0
NDUFA3P6	250	0	0	0	0	0	0
FUS	10283	2018	441	2308	550	851	897
AC009088.2	463	0	0	0	0	0	0
AC009088.1	833	0	0	0	0	0	0
PYCARD	1660	50	92	77	6	3	2
PYCARD-AS1	1095	0	2	0	0	0	0
TRIM72	8430	11	8	5	4	2	4
PYDC1	861	7	8	7	2	0	0
ITGAM	5688	4	3	1	1	1	0
ITGAX	7074	0	0	1	2	0	0
AC093520.2	333	0	0	0	0	0	0
ITGAD	4411	0	0	1	1	0	0
AC093520.1	1767	0	0	0	0	0	0
COX6A2	473	0	0	0	0	0	0
AC026471.5	467	0	0	0	0	0	0
ZNF843	4568	1	3	0	2	0	3
AC026471.4	449	0	0	0	0	0	0
AC026471.1	3026	4	0	0	7	2	7
ARMC5	5545	55	13	50	14	37	39
AC026471.6	1905	0	0	0	0	0	1
TGFB1I1	5403	18	11	30	3	3	2
SLC5A2	4468	2	5	0	0	0	1
AC026471.3	578	0	0	0	0	0	0
C16orf58	3608	113	86	106	98	115	115
AC026471.2	966	0	0	0	0	3	0
AHSP	526	2	2	3	0	0	0
LINC02190	1664	0	0	0	0	0	0
AC106730.1	540	0	0	0	0	0	0
VN1R64P	933	0	0	0	0	0	0
VN1R65P	808	0	0	0	0	0	0
FRG2KP	1205	0	0	0	0	0	0
AC106730.2	641	0	0	0	0	0	0
YBX3P1	1090	0	0	2	0	1	0
ZNF720P1	1939	0	0	0	0	0	0
VN1R66P	916	0	0	0	0	0	0
RBM22P12	1255	0	0	0	0	0	0
AC074050.1	211	0	0	0	0	0	0
AC074050.2	538	0	0	0	0	0	0
CLUHP3	6235	20	13	22	80	80	93
AC074050.4	533	0	0	0	0	0	0
AC074050.3	441	0	0	0	0	0	0
ZNF720	9816	63	50	41	72	86	120
AC002519.1	2792	0	0	0	0	0	0
VN1R67P	913	0	0	0	0	0	0
AC002519.2	1458	0	0	0	0	0	0
VN1R3	919	0	0	0	0	0	0
RBM22P13	1244	0	0	0	0	0	0
AC034105.2	238	0	0	0	0	0	0
ZNF267	6284	50	28	77	62	84	65
AC034105.3	442	0	0	0	0	0	0
AC034105.5	314	0	0	0	0	0	0
AC034105.1	319	0	0	0	0	0	0
AC034105.4	277	0	0	0	0	0	0
AC142381.3	2227	0	0	0	0	0	0
AC142381.4	715	0	0	0	0	0	0
IGHV1OR16-1	392	0	0	0	0	0	0
AC142381.1	345	0	0	0	0	0	0
IGHV1OR16-3	205	0	0	0	0	0	0
IGHV3OR16-9	294	0	0	0	0	0	0
HERC2P4	6046	0	0	0	0	0	0
AC142381.2	298	0	0	0	0	0	0
AC133485.7	6197	0	0	0	0	0	0
AC133485.6	688	0	0	0	0	0	0
AC133485.5	866	0	0	0	0	0	0
AC133485.4	220	0	0	0	0	0	0
ABHD17AP8	574	0	0	0	0	0	0
AC133485.1	124	0	0	0	0	0	0
AC133485.3	262	0	0	0	0	0	0
TP53TG3D	2922	0	0	0	0	0	0
AC133485.2	2484	0	0	0	0	0	0
AC140878.1	250	0	0	0	0	0	0
AC133548.2	2605	0	0	0	0	0	0
AC133548.1	242	0	0	0	0	0	0
ACTR3BP3	979	0	0	0	0	0	0
AC138915.2	1342	0	0	0	0	0	0
PABPC1P13	1685	0	0	0	0	0	0
AC138915.3	4147	0	0	0	0	0	0
AC138915.1	97	0	0	0	0	0	0
ABCD1P3	605	0	0	0	0	0	0
AC137800.1	1156	0	0	0	0	0	0
AC137800.2	409	0	0	0	0	0	0
AC133569.1	373	0	0	0	0	0	0
AC138907.7	812	0	0	0	0	0	0
AC138907.5	420	0	0	0	0	0	0
AC138907.1	2405	0	0	0	0	0	0
TP53TG3	3004	0	0	0	0	0	0
AC138907.3	262	0	0	0	0	0	0
AC138907.6	126	0	0	0	0	0	0
ABHD17AP7	595	0	0	0	0	0	0
AC138907.2	866	0	0	0	0	0	0
AC138907.4	226	0	0	0	0	0	0
HERC2P5	6078	0	0	0	0	0	0
AC138907.8	2256	0	0	0	0	0	0
AC138907.9	986	0	0	0	0	0	0
AC138907.10	983	0	0	0	0	0	0
AC137761.1	601	0	0	0	0	0	0
AC137761.2	223	0	0	0	0	0	0
AC142086.2	217	0	0	0	0	0	0
IGHV2OR16-5	358	0	0	0	0	0	0
BCAP31P2	399	0	0	0	0	0	0
SLC6A10P	4479	0	0	0	0	0	0
AC142086.1	2389	0	0	0	0	0	0
IGHV3OR16-15	414	0	0	0	0	0	0
IGHV3OR16-6	360	0	0	0	0	0	0
AC142086.6	1765	0	0	0	0	0	0
AC142086.3	802	0	0	0	0	0	0
AC142086.5	702	0	0	0	0	0	0
IGHV1OR16-2	349	0	0	0	0	0	0
IGHV3OR16-10	350	0	0	0	0	0	0
AC142086.4	650	0	0	0	0	0	0
IGHV1OR16-4	205	0	0	0	0	0	0
IGHV3OR16-8	349	0	0	0	0	0	0
AC145350.2	1506	0	0	0	0	0	0
AC145350.3	163	0	0	0	0	0	0
HERC2P8	5985	0	0	0	0	0	0
AC145350.4	866	0	0	0	0	0	0
AC145350.1	208	0	0	0	0	0	0
ABHD17AP9	548	0	0	0	0	0	0
AC138869.1	124	0	0	0	0	0	0
AC138869.2	262	0	0	0	0	0	0
TP53TG3C	2903	0	0	0	0	0	0
AC138869.3	2486	0	0	0	0	0	0
AC141257.2	540	0	0	0	0	0	0
TP53TG3E	2527	0	0	0	0	0	0
AC141257.3	215	0	0	0	0	0	0
TP53TG3B	2749	0	0	0	0	0	0
AC141257.1	2239	0	0	0	0	0	0
AC141257.4	245	0	0	0	0	0	0
TP53TG3F	2535	0	0	0	0	0	0
AC136944.6	245	0	0	0	0	0	0
AC136944.5	151	0	0	0	0	0	0
AC136944.1	560	0	0	0	0	0	0
AC136944.2	3971	0	0	0	0	0	0
AC136944.4	660	0	0	0	0	0	0
AC136944.3	893	0	0	0	0	0	0
AC142384.1	1549	0	0	0	0	0	0
BMS1P8	2288	0	0	0	0	0	1
AC136428.4	1155	0	0	0	0	0	0
ENPP7P13	259	0	0	0	0	0	0
AC136428.2	214	0	0	0	0	0	0
IGHV3OR16-12	353	0	0	0	0	0	0
AC136428.3	1990	0	0	0	0	0	0
IGHV3OR16-13	353	0	0	0	0	0	0
AC136428.1	349	0	0	0	0	0	0
AC140658.6	169	0	0	0	0	0	0
AC140658.7	201	0	0	0	0	0	0
AC140658.2	346	0	0	0	0	0	0
IGHV3OR16-11	349	0	0	0	0	0	0
AC140658.3	348	0	0	0	0	0	0
ARHGAP23P1	2080	0	0	0	0	0	0
IGHV3OR16-7	360	0	0	0	0	0	0
AC140658.4	271	0	0	0	5	0	5
IGHV3OR16-16	343	0	0	0	0	0	0
AC140658.1	2586	0	0	0	0	0	0
AC140658.5	352	0	0	0	0	0	0
AC133561.1	2415	0	0	0	0	0	0
BCAP31P1	385	0	0	0	0	0	0
AC133561.2	351	0	0	0	0	0	0
AC133561.4	218	0	0	0	4	0	0
AC133561.3	224	0	0	0	0	0	0
AC136932.1	208	0	0	0	0	0	0
DUX4L45	1057	0	0	0	1	1	0
PCMTD1P2	355	0	0	0	0	0	0
DUX4L46	751	0	0	0	0	0	0
DUX4L47	394	0	0	0	0	0	0
LINC00273	1452	0	0	0	0	0	0
RNA5-8SP2	152	0	0	0	0	0	0
BCLAF1P2	2609	0	0	0	1	1	1
FP325313.1	703	0	0	0	0	0	0
FP325313.2	1343	0	0	0	0	0	0
AC135776.4	1904	0	0	0	0	0	0
AC135776.5	1343	0	0	0	0	0	0
LINC02184	552	0	0	0	0	0	0
AC135776.1	2481	0	0	0	0	0	0
AC135776.2	714	0	0	0	0	0	0
AC135776.3	427	0	0	0	0	0	0
CCNYL3	998	0	0	0	0	0	0
CLUHP11	1026	3	1	2	2	1	4
NAMPTP3	224	0	0	0	0	0	0
VPS35P1	1518	0	0	0	0	0	0
VN1R68P	719	0	0	0	0	0	0
VN1R69P	562	0	0	0	0	0	0
AC023824.5	1220	0	0	0	0	0	0
AC023824.6	5731	0	0	0	0	0	1
UBE2MP1	550	1	0	1	0	5	6
SLC25A1P4	778	1	0	1	0	0	0
AC023824.1	2975	0	0	0	0	0	0
AC023824.2	400	0	0	0	0	0	0
AC023824.4	1766	0	0	2	0	0	0
AC023824.3	2013	0	0	0	0	0	0
TP53TG3GP	334	0	0	0	0	0	0
RARRES2P5	466	0	0	0	0	0	0
FGFR3P5	886	0	0	0	0	0	0
FRG2JP	832	0	0	0	0	0	0
RARRES2P6	442	0	0	0	0	0	0
AGGF1P8	1000	0	0	0	0	0	0
FRG2HP	832	0	0	1	0	0	0
RARRES2P9	469	0	0	0	0	0	0
AGGF1P9	913	0	0	0	0	0	0
C2orf69P4	541	0	0	0	0	0	0
LINC01566	2961	0	0	0	0	0	0
FRG2GP	615	0	0	0	0	0	0
AGGF1P4	801	0	0	0	0	0	0
FRG2IP	781	0	0	0	0	0	0
RARRES2P7	469	0	0	0	0	0	0
AGGF1P5	919	0	0	0	0	0	0
C2orf69P3	1120	0	0	0	0	0	0
AC018558.4	281	0	0	0	0	0	0
ZNF971P	1539	0	0	0	0	0	0
AC018558.6	1427	0	0	0	0	0	0
FRG2DP	1850	0	1	0	0	0	0
RARRES2P10	460	0	1	0	0	0	1
AGGF1P6	976	0	0	0	0	0	0
AC018558.2	480	0	0	0	0	0	0
C2orf69P2	1123	0	0	0	0	0	0
AC018558.3	572	0	0	0	0	0	0
AC018558.7	1086	0	0	0	0	0	0
AC018558.1	1963	0	0	0	0	0	0
TP53TG3HP	579	0	0	0	0	0	0
AC018558.5	952	0	0	0	0	0	0
RARRES2P8	367	0	0	0	0	0	0
AGGF1P7	913	0	0	0	0	0	0
C2orf69P1	1093	0	0	0	0	0	0
C1QL1P1	661	4	0	0	0	0	6
KIF18BP1	2264	0	0	0	0	0	0
AC092325.1	554	0	0	0	0	0	0
AC106785.1	262	0	0	0	0	0	0
RNA5SP406	112	0	0	0	0	0	0
RNA5SP407	110	0	0	0	0	0	0
RNA5SP408	100	0	0	0	0	0	0
RNA5SP409	109	0	0	0	0	0	0
LINC02167	1989	0	0	1	0	1	0
RNA5SP410	106	0	0	0	0	0	0
RNA5SP411	114	0	0	0	0	0	0
RNA5SP412	123	0	0	0	0	0	0
RNA5SP413	109	0	0	0	0	0	0
RNA5SP414	136	0	0	0	0	0	0
RNA5SP415	115	0	0	0	0	0	0
RNA5SP416	111	0	0	0	0	0	0
RNA5SP417	108	0	0	0	0	0	0
RNA5SP418	117	0	0	0	0	0	0
RNA5SP419	135	0	0	0	0	0	0
RNA5SP420	137	0	0	0	0	0	0
RNA5SP421	134	0	0	0	0	0	0
RNA5SP422	111	0	0	0	0	0	0
RNA5SP423	109	0	0	0	0	0	0
AC106785.2	1319	0	0	0	0	0	0
HMGN2P41	412	0	0	0	1	0	0
VN1R70P	847	0	0	0	0	0	0
AC116553.1	463	0	0	0	0	0	0
AC116553.2	1800	0	0	0	0	0	0
PPP1R1AP2	397	0	0	0	0	0	0
ANKRD26P1	6411	0	0	1	0	0	0
RNU6-845P	103	0	0	0	0	0	0
AC092368.2	600	0	0	0	0	0	0
AC092368.1	733	0	0	0	0	0	0
SHCBP1	6175	90	41	98	42	50	49
AC092368.3	1591	0	0	0	0	0	0
RAB43P1	589	0	0	0	0	0	0
AC012186.1	398	0	0	0	0	0	0
VPS35	9733	327	74	392	128	190	208
AC012186.2	321	0	0	0	0	0	0
AC012186.3	485	0	0	0	0	0	0
ORC6	4309	321	234	338	341	442	491
MYLK3	10644	3	1	2	7	9	1
AC007225.1	1836	0	0	1	5	3	2
C16orf87	7216	62	52	67	49	82	98
CKBP1	1086	0	0	0	0	0	0
AC007225.2	256	0	0	0	0	0	0
GPT2	6362	133	124	184	179	223	260
DNAJA2	4951	1203	393	1328	269	443	461
AC018845.3	516	0	0	0	0	0	0
AC018845.1	744	0	0	0	0	0	0
AC018845.2	409	0	0	0	0	0	0
NETO2	7481	17	41	24	20	31	32
ITFG1-AS1	628	0	0	2	0	0	0
RPL23AP72	435	1	0	0	0	0	0
ITFG1	7770	239	333	225	200	123	214
AC007494.2	764	0	0	0	0	0	0
AC007494.3	743	0	0	0	0	0	0
AC007494.1	760	0	0	0	0	0	0
AC007533.1	870	0	0	0	0	0	0
PHKB	11822	40	46	63	54	67	78
RNA5SP425	112	0	2	2	3	0	0
AC007599.2	493	0	0	0	0	0	0
AC007599.1	1174	0	0	0	0	0	0
EIF4BP5	1795	0	0	0	0	0	0
NDUFA5P11	343	0	0	0	0	0	0
LINC02133	3019	0	0	0	0	0	0
AC141846.1	142	0	0	0	0	0	0
LINC02192	1325	0	0	1	1	0	1
LINC02134	805	0	0	0	0	0	0
AC096996.3	2913	0	0	0	1	0	0
AC096996.1	325	0	0	0	0	0	0
ABCC12	8699	0	0	1	1	50	21
AC096996.2	426	0	0	0	0	0	0
ABCC11	7245	3	0	0	4	2	2
LONP2	9957	234	55	207	99	193	179
UBA52P8	384	0	0	0	0	0	0
AC023818.1	2304	0	0	0	0	0	0
SIAH1	6688	1	0	4	2	2	7
AC026470.4	308	0	0	0	0	0	0
AC026470.2	181	0	0	0	0	0	0
MOCS1P1	1612	0	0	0	0	0	0
AC026470.1	7810	52	38	43	41	51	35
AC026470.3	438	0	0	0	0	0	0
RPS2P44	846	0	0	0	1	2	2
AC023813.2	469	0	0	0	0	0	0
AC023813.1	306	0	0	0	0	0	0
AC007611.1	3332	0	2	2	5	12	12
AC023813.3	539	4	0	0	1	1	1
AC023813.4	580	0	0	0	0	0	0
KLF8P1	1061	0	0	0	0	0	0
RNU6-257P	98	0	0	0	0	0	0
AC023827.1	97	0	0	0	0	0	0
MTND4LP25	163	0	0	0	0	0	0
AC044798.3	4498	0	0	0	0	0	0
AC044798.1	418	0	0	0	0	0	0
AC044798.2	1235	0	0	0	0	0	0
CBLN1	2601	4	3	3	2	0	1
AC007614.1	27803	1	0	1	0	0	0
AC007614.2	2620	0	0	0	0	0	0
C16orf78	1068	0	0	1	0	0	0
AC007861.1	1963	0	0	0	0	1	0
AC007861.2	571	0	0	0	0	0	0
LINC02179	3673	1	0	0	0	0	0
ZNF423	8997	265	132	266	1386	1586	2115
ADAM3B	840	0	0	0	0	0	0
MRPS21P7	238	0	0	0	0	0	0
AC027348.2	642	0	0	0	0	0	0
MRPS21P8	235	0	0	0	0	0	0
AC027348.1	615	0	0	0	0	0	0
AC007603.2	506	0	0	0	0	0	0
AC007603.1	2085	0	0	0	0	0	0
RPL34P29	325	0	0	0	0	0	0
AC007603.3	979	0	0	0	0	0	0
CNEP1R1	4178	105	98	90	123	138	169
AC007610.1	498	0	0	0	0	0	0
AC007610.3	934	0	0	0	0	0	0
ACTG1P16	1082	1	1	3	1	0	1
HEATR3	5039	81	32	97	17	45	32
AC007610.4	2125	0	0	0	0	0	0
RNY4P3	95	0	0	1	3	0	0
AC007610.2	666	0	0	0	0	0	0
AC007610.5	1104	0	0	0	0	0	0
RPL10P14	298	0	0	0	0	0	0
TENT4B	8144	58	39	50	80	64	95
ADCY7	8630	5	1	3	10	19	24
MIR6771	60	0	0	0	0	0	0
BRD7	8492	54	46	59	179	142	240
AC007493.2	478	0	0	0	2	0	0
LINC02178	425	0	0	0	0	0	0
AC007493.1	5088	2	1	0	0	0	1
NKD1	17359	10	6	9	30	36	37
AC007608.2	1146	0	0	0	0	0	0
AC007608.4	3365	0	0	0	0	0	1
AC007608.1	2469	0	0	0	0	0	2
AC007608.3	6583	0	0	0	0	0	0
SNX20	5750	0	0	0	0	0	0
NOD2	6873	0	1	5	0	1	1
AC007728.3	746	0	0	0	0	0	0
AC007728.2	3409	0	0	0	0	0	0
CYLD	12954	11	14	20	37	35	50
MIR3181	73	0	0	0	0	0	0
AC007728.1	814	0	0	0	0	0	0
LINC02168	352	0	0	0	0	0	0
LINC02128	6449	6	0	0	0	0	2
AC025810.1	981	0	0	0	0	0	0
RNA5SP426	121	1	0	1	0	0	0
LINC02127	1912	0	0	0	0	0	0
AC027688.1	584	0	0	0	0	0	0
AC027688.2	511	0	0	0	0	0	0
AC009166.3	1217	0	0	0	0	0	0
SOD1P2	451	2	0	0	2	0	0
SALL1	5660	183	114	201	633	659	856
AC009166.1	487	0	0	0	0	2	1
AC087564.1	8149	0	1	0	0	0	0
AC009166.2	2833	0	0	0	0	0	0
AC137494.1	477	0	0	0	0	0	0
AC137527.1	70	0	0	0	0	0	0
UNGP1	1261	0	0	0	0	0	0
AC007344.1	2647	0	2	1	0	1	0
HNRNPA1P48	1924	0	0	0	1	0	0
RN7SKP142	328	0	0	0	0	0	0
LINC01571	2278	0	0	4	0	0	0
C16orf97	2968	0	1	1	0	0	0
AC009039.1	471	0	0	0	0	0	0
AC009039.2	529	0	0	0	0	0	0
LINC00919	1659	0	0	0	0	0	0
LINC02180	2061	0	0	0	0	0	0
AC007333.2	559	0	0	0	0	0	0
AC007333.1	2164	0	0	0	0	0	0
CASC22	2429	1	0	0	1	0	1
TOX3	6754	55	36	62	108	101	138
AC007490.1	703	0	0	0	0	0	0
CASC16	1642	0	0	0	0	0	0
AC026462.5	1916	0	0	0	0	0	0
AC026462.3	3253	0	0	0	0	0	0
AC026462.2	286	0	0	0	0	0	0
AC026462.4	3242	0	0	0	0	0	0
AC026462.1	739	0	1	0	0	0	0
PHBP21	823	0	0	0	0	0	0
AC007346.1	1326	0	0	0	0	0	0
AC007346.2	892	0	0	0	0	0	0
AC007906.2	1983	5	8	10	135	114	185
CHD9	16504	40	31	34	290	387	405
AC007906.1	510	0	0	0	0	0	0
AC079416.3	549	0	0	0	0	0	0
AC079416.1	1569	0	0	0	0	0	0
AC079416.2	1193	0	0	0	0	0	0
RNA5SP427	119	9	11	16	8	6	9
AC007342.2	395	0	0	0	0	0	0
AC007342.3	4322	5	1	3	1	2	5
AC007342.4	1394	0	0	0	0	0	1
AC007342.5	2142	0	0	0	0	0	0
AC007342.8	678	0	0	0	0	0	0
AC007342.9	1385	0	0	0	0	0	0
RBL2	7268	24	17	34	59	80	82
RNU6-1153P	105	0	0	0	0	0	0
AC007342.1	706	0	0	0	0	0	0
AC007342.6	2594	0	0	0	0	0	0
AC007342.7	2337	0	0	0	0	0	0
AKTIP	5195	8	8	6	14	9	17
AC007497.2	1026	0	0	1	0	0	0
RPGRIP1L	12387	32	9	28	34	45	47
AC007497.1	561	0	1	0	0	1	0
FTO	21379	399	154	376	224	302	370
AC007496.2	547	0	0	0	0	0	0
AC007496.3	3443	0	0	0	0	0	2
AC007496.1	739	0	0	0	0	0	0
AC007347.1	281	0	0	0	0	0	0
AC007347.2	180	0	0	0	0	0	0
AC007907.1	451	0	0	0	0	0	0
LINC02169	854	0	0	0	0	0	0
IRX3	2935	8	2	2	33	56	81
AC018553.2	1064	0	0	0	0	0	1
AC018553.1	1458	0	0	0	0	1	0
LINC02140	2560	0	0	0	0	0	0
AC018553.3	1060	0	0	0	0	0	0
AC007343.1	1034	0	0	0	0	0	0
LINC02183	1732	0	0	0	0	0	0
AC007491.1	2622	1	0	0	0	0	0
CRNDE	14708	5	4	3	41	30	37
AC106742.1	375	0	0	0	0	0	0
IRX5	2845	2	1	5	23	35	46
AC106738.1	359	0	0	0	0	0	0
AC106738.2	778	1	0	0	0	0	1
MTND5P34	325	0	0	0	0	0	0
AC109136.1	918	0	0	0	0	0	0
AC109462.1	763	0	0	0	0	0	0
RN7SL841P	297	0	0	0	0	0	0
AC109462.3	581	0	0	0	0	0	0
IRX6	3399	2	2	0	0	1	2
AC109462.2	613	0	0	0	0	0	0
RPL31P56	368	0	0	0	0	0	0
MMP2	4706	594	636	791	711	616	969
AC007336.2	557	0	0	0	0	0	0
MMP2-AS1	2202	0	0	0	0	0	0
AC007336.3	2160	0	0	0	0	0	0
LPCAT2	7361	21	27	19	8	15	15
AC007336.1	3828	0	0	0	0	0	0
CAPNS2	1016	0	0	0	1	0	0
SLC6A2	5463	1	0	0	2	1	0
AC136621.1	2304	0	0	0	0	0	0
CES1P2	1242	0	0	0	0	0	0
CES1P1	3195	0	0	0	0	1	0
CES1	2937	0	0	0	2	0	1
CES5A	3204	0	0	3	0	0	0
AC040168.1	9197	2	3	4	2	3	4
AC040168.2	991	0	0	0	0	0	0
AC007495.1	834	0	0	0	0	0	0
GNAO1	13542	46	24	74	56	92	102
DKFZP434H168	1905	0	0	0	0	0	0
MIR3935	104	0	0	0	0	0	0
AC009102.4	1075	0	0	0	0	0	0
AC009102.1	1777	0	0	0	0	0	0
AC009102.3	1491	0	0	0	0	0	0
AC009102.2	1639	0	0	0	0	0	0
AMFR	5765	72	108	87	227	205	286
AC092140.1	549	0	0	0	0	0	0
NUDT21	5930	1227	824	1352	459	651	817
OGFOD1	5806	234	97	232	112	138	197
AC092140.2	521	0	0	0	0	0	0
BBS2	8141	58	28	84	95	120	145
MT4	294	0	0	0	0	0	0
MT3	1837	4	0	10	0	0	2
MT2A	914	29	22	14	331	356	465
AC026461.3	444	0	0	0	0	0	0
MT1L	411	6	9	13	0	0	1
MT1E	1052	47	72	72	198	158	257
MT1M	511	3	6	1	4	5	3
MT1JP	1001	0	0	0	1	0	0
MT1A	396	0	0	0	0	0	0
MT1DP	191	0	0	0	0	0	0
MT1CP	174	0	0	0	0	0	0
AC026461.2	244	0	0	0	0	0	0
MT1B	393	1	0	2	0	0	0
MT1F	1852	49	83	60	37	47	46
MT1G	750	52	75	58	2	6	11
MT1H	723	3	6	10	0	4	3
AC026461.4	261	0	0	0	0	0	0
MT1X	1727	45	112	82	79	81	93
AC026461.1	551	0	0	0	0	0	0
DPPA2P4	878	0	0	0	0	0	0
AC106779.1	1565	0	0	0	1	0	0
NUP93	11123	1543	621	1615	886	940	1189
MIR138-2	84	0	0	0	0	0	0
SLC12A3	6180	0	0	0	1	0	0
MIR6863	90	0	0	0	0	0	0
RPS24P17	423	0	0	0	0	1	2
HERPUD1	5062	95	84	123	94	125	135
AC012181.2	601	0	0	0	0	0	0
AC012181.1	699	0	0	0	0	0	0
CETP	3391	0	0	0	0	0	0
NLRC5	12386	4	0	2	1	2	2
AC023825.1	1030	0	0	0	0	0	0
AC023825.2	672	0	0	0	0	0	0
AC009090.2	472	0	0	0	0	0	0
CPNE2	7737	29	28	39	41	48	85
AC009090.4	3691	0	0	0	0	0	0
AC009090.5	2285	0	0	0	0	0	0
FAM192A	4347	114	91	197	188	199	213
AC009090.6	3524	0	1	0	0	0	0
RSPRY1	6058	102	84	123	74	99	114
